,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,0-50K,50K-100K,100K and above,Male: 18-24,Male: 25-49,Male: 50-64,Male: 65 and above,Female: 18-24,Female: 25-49,Female: 50-64,Female: 65 and above,Male: Some early,Male: High school,Male: Some college or Associate's degree,Male: Bachelor's degree,Male: Master's degree or higher,Female: Some early,Female: High school,Female: Some college or Associate's degree,Female: Bachelor's degree,Female: Master's degree or higher,White alone_log,Black or African American alone_log,American Indian and Alaska Native alone_log,Asian alone_log,Native Hawaiian and Other Pacific Islander alone_log,0-50K_log,50K-100K_log,100K and above_log,Male: 18-24_log,Male: 25-49_log,Male: 50-64_log,Male: 65 and above_log,Female: 18-24_log,Female: 25-49_log,Female: 50-64_log,Female: 65 and above_log,Male: Some early_log,Male: High school_log,Male: Some college or Associate's degree_log,Male: Bachelor's degree_log,Male: Master's degree or higher_log,Female: Some early_log,Female: High school_log,Female: Some college or Associate's degree_log,Female: Bachelor's degree_log,Female: Master's degree or higher_log
10,130.0,59.0,127.0,111.0,127.0,742.0,295.0,189.0,209.0,416.0,326.0,304.0,213.0,377.0,297.0,344.0,159.0,369.0,305.0,113.0,209.0,266.0,486.0,293.0,71.0,135.0,4.867534450455582,4.07753744390572,4.844187086458591,4.709530201312334,4.844187086458591,6.60934924316738,5.68697535633982,5.241747015059643,5.342334251964811,6.030685260261263,5.786897381366708,5.717027701406222,5.3612921657094255,5.932245187448011,5.6937321388027,5.840641657373398,5.068904202220232,5.910796644040527,5.720311776607412,4.727387818712341,5.342334251964811,5.583496308781699,6.186208623900494,5.680172609017068,4.262679877041316,4.90527477843843
11,100.0,116.0,46.0,71.0,127.0,1168.0,771.0,646.0,267.0,414.0,438.0,608.0,282.0,442.0,492.0,681.0,328.0,664.0,621.0,259.0,249.0,227.0,747.0,640.0,255.0,280.0,4.605170185988092,4.7535901911063645,3.828641396489095,4.262679877041316,4.844187086458591,7.0630481633881725,6.647688373563329,6.470799503782602,5.58724865840025,6.025865973825314,6.082218910376446,6.410174881966167,5.641907070938114,6.091309882077698,6.198478716492308,6.523562306149512,5.793013608384144,6.498282149476434,6.431331081933479,5.556828061699537,5.517452896464707,5.424950017481403,6.616065185132817,6.461468176353717,5.541263545158426,5.634789603169249
12,30.0,114.0,127.0,35.0,127.0,1056.0,457.0,190.0,340.0,381.0,310.0,427.0,379.0,270.0,326.0,487.0,351.0,787.0,400.0,134.0,111.0,317.0,658.0,425.0,147.0,124.0,3.4011973816621555,4.736198448394496,4.844187086458591,3.555348061489413,4.844187086458591,6.962243464266207,6.124683390894205,5.247024072160486,5.828945617610208,5.942799375126701,5.736572297479192,6.056784013228625,5.937536205082426,5.598421958998375,5.786897381366708,6.18826412308259,5.860786223465865,6.668228248417403,5.991464547107982,4.897839799950911,4.709530201312334,5.75890177387728,6.489204931325317,6.052089168924417,4.990432586778736,4.820281565605037
13,49.0,159.0,162.0,103.0,127.0,1334.0,530.0,271.0,448.0,647.0,487.0,557.0,435.0,766.0,456.0,636.0,604.0,1035.0,570.0,96.0,156.0,625.0,847.0,645.0,214.0,205.0,3.8918202981106265,5.068904202220232,5.087596335232384,4.634728988229636,4.844187086458591,7.195937226475569,6.272877006546167,5.602118820879701,6.104793232414985,6.472346294500901,6.18826412308259,6.322565239927284,6.075346031088684,6.641182169740591,6.1224928095143865,6.455198563340122,6.403574197934815,6.942156705699469,6.345636360828596,4.564348191467836,5.049856007249537,6.437751649736401,6.741700694652055,6.4692503167957724,5.365976015021851,5.3230099791384085
14,26.0,172.0,80.0,46.0,127.0,1439.0,609.0,325.0,448.0,1487.0,695.0,481.0,240.0,879.0,513.0,485.0,465.0,1575.0,524.0,211.0,239.0,269.0,839.0,367.0,240.0,259.0,3.258096538021482,5.147494476813453,4.382026634673881,3.828641396489095,4.844187086458591,7.271703706887368,6.411818267709897,5.783825182329737,6.104793232414985,7.304515946460155,6.543911845564792,6.175867270105761,5.480638923341991,6.778784897685177,6.240275845170769,6.184148890937483,6.142037405587356,7.362010551259734,6.261491684321042,5.351858133476067,5.476463551931511,5.594711379601839,6.732210706467206,5.905361848054571,5.480638923341991,5.556828061699537
15,110.0,218.0,61.0,96.0,127.0,2075.0,852.0,546.0,690.0,839.0,580.0,738.0,642.0,641.0,671.0,883.0,372.0,1013.0,870.0,312.0,261.0,468.0,1120.0,906.0,281.0,212.0,4.700480365792417,5.384495062789089,4.110873864173311,4.564348191467836,4.844187086458591,7.637716432664798,6.747586526829315,6.302618975744905,6.536691597591305,6.732210706467206,6.363028103540465,6.6039438246004725,6.464588303689961,6.46302945692067,6.508769136971682,6.78332520060396,5.918893854273146,6.920671504248683,6.76849321164863,5.7430031878094825,5.564520407322694,6.148468295917647,7.02108396428914,6.80903930604298,5.638354669333745,5.356586274672012
16,134.0,180.0,35.0,59.0,35.0,1097.0,703.0,538.0,362.0,611.0,414.0,489.0,364.0,385.0,408.0,524.0,352.0,748.0,525.0,181.0,184.0,242.0,709.0,553.0,202.0,220.0,4.897839799950911,5.19295685089021,3.555348061489413,4.07753744390572,3.555348061489413,7.00033446027523,6.555356891810665,6.2878585601617845,5.891644211825772,6.415096959171596,6.025865973825314,6.192362489474872,5.8971538676367405,5.953243334287785,6.0112671744041615,6.261491684321042,5.863631175598097,6.617402977974478,6.263398262591624,5.198497031265826,5.214935757608986,5.488937726156687,6.563855526532128,6.315358001522335,5.308267697401205,5.393627546352362
17,229.0,269.0,59.0,55.0,127.0,1789.0,700.0,500.0,394.0,914.0,667.0,611.0,387.0,617.0,536.0,758.0,578.0,1029.0,616.0,202.0,184.0,424.0,1052.0,724.0,247.0,183.0,5.43372200355424,5.594711379601839,4.07753744390572,4.007333185232471,4.844187086458591,7.489412083508719,6.551080335043404,6.214608098422191,5.976350909297934,6.81783057145415,6.502790045915623,6.415096959171596,5.958424693029782,6.424869023905388,6.284134161070802,6.630683385642372,6.359573868672378,6.9363427358340495,6.423246963533519,5.308267697401205,5.214935757608986,6.049733455231958,6.958448393297656,6.584791392385716,5.5093883366279774,5.209486152841421
18,42.0,73.0,55.0,19.0,127.0,467.0,220.0,148.0,111.0,192.0,159.0,176.0,129.0,249.0,173.0,207.0,127.0,322.0,160.0,50.0,93.0,252.0,294.0,239.0,70.0,69.0,3.737669618283368,4.290459441148391,4.007333185232471,2.9444389791664403,4.844187086458591,6.1463292576688975,5.393627546352362,4.997212273764115,4.709530201312334,5.2574953720277815,5.068904202220232,5.170483995038151,4.859812404361672,5.517452896464707,5.153291594497779,5.332718793265369,4.844187086458591,5.7745515455444085,5.075173815233827,3.912023005428146,4.532599493153256,5.529429087511423,5.683579767338681,5.476463551931511,4.248495242049359,4.23410650459726
19,23.0,123.0,73.0,127.0,127.0,808.0,419.0,131.0,386.0,563.0,372.0,363.0,313.0,562.0,218.0,504.0,246.0,655.0,360.0,114.0,58.0,322.0,470.0,466.0,137.0,164.0,3.1354942159291497,4.812184355372417,4.290459441148391,4.844187086458591,4.844187086458591,6.694562058521095,6.037870919922137,4.875197323201151,5.955837369464831,6.333279628139691,5.918893854273146,5.8944028342648505,5.746203190540153,6.331501849893691,5.384495062789089,6.222576268071369,5.5053315359323625,6.484635235635252,5.886104031450156,4.736198448394496,4.060443010546419,5.7745515455444085,6.152732694704104,6.144185634125646,4.919980925828125,5.099866427824199
20,850.0,678.0,230.0,313.0,110.0,3305.0,2254.0,2128.0,972.0,1320.0,1146.0,1342.0,1063.0,1081.0,1183.0,1555.0,861.0,2136.0,1502.0,849.0,1076.0,672.0,2096.0,1783.0,889.0,933.0,6.745236349484363,6.519147287940395,5.438079308923196,5.746203190540153,4.700480365792417,8.103191752285786,7.720461694599722,7.662937850461535,6.879355804460439,7.1853870155804165,7.044032897274685,7.201916317531627,6.968850378341948,6.985641817639208,7.075808863978387,7.349230824613334,6.7580945044277305,7.666690200080086,7.31455283232408,6.744059186311348,6.98100574072173,6.51025834052315,7.647786045440933,7.48605261786314,6.790097235513905,6.838405200847344
21,113.0,119.0,41.0,45.0,127.0,776.0,424.0,559.0,228.0,364.0,334.0,411.0,197.0,374.0,285.0,463.0,176.0,459.0,399.0,175.0,268.0,266.0,425.0,424.0,173.0,217.0,4.727387818712341,4.77912349311153,3.713572066704308,3.80666248977032,4.844187086458591,6.654152520183219,6.049733455231958,6.326149473155099,5.429345628954441,5.8971538676367405,5.811140992976701,6.018593214496234,5.2832037287379885,5.924255797414532,5.652489180268651,6.137727054086234,5.170483995038151,6.129050210060545,5.988961416889864,5.1647859739235145,5.5909869805108565,5.583496308781699,6.052089168924417,6.049733455231958,5.153291594497779,5.37989735354046
22,100.0,54.0,127.0,9.0,127.0,574.0,353.0,290.0,314.0,508.0,345.0,253.0,312.0,415.0,328.0,320.0,264.0,398.0,326.0,95.0,171.0,227.0,370.0,267.0,103.0,285.0,4.605170185988092,3.9889840465642745,4.844187086458591,2.19722457733622,4.844187086458591,6.352629396319567,5.8664680569332965,5.66988092298052,5.749392985908253,6.230481447578482,5.84354441703136,5.53338948872752,5.7430031878094825,6.028278520230698,5.793013608384144,5.768320995793772,5.575949103146316,5.986452005284438,5.786897381366708,4.553876891600541,5.14166355650266,5.424950017481403,5.91350300563827,5.58724865840025,4.634728988229636,5.652489180268651
23,382.0,259.0,65.0,101.0,127.0,1296.0,878.0,885.0,425.0,775.0,552.0,666.0,390.0,685.0,545.0,649.0,550.0,1057.0,759.0,290.0,386.0,378.0,871.0,724.0,291.0,368.0,5.945420608606575,5.556828061699537,4.174387269895637,4.61512051684126,4.844187086458591,7.16703787691222,6.777646593635117,6.785587645007929,6.052089168924417,6.652863029353347,6.313548046277095,6.501289670540389,5.966146739123692,6.529418838262226,6.300785794663244,6.47543271670409,6.309918278226516,6.963189985870238,6.63200177739563,5.66988092298052,5.955837369464831,5.934894195619588,6.769641976852503,6.584791392385716,5.673323267171493,5.908082938168931
24,230.0,256.0,22.0,127.0,33.0,900.0,435.0,236.0,363.0,559.0,357.0,393.0,305.0,537.0,333.0,382.0,265.0,547.0,341.0,104.0,111.0,319.0,512.0,374.0,169.0,143.0,5.438079308923196,5.545177444479562,3.091042453358316,4.844187086458591,3.49650756146648,6.802394763324311,6.075346031088684,5.4638318050256105,5.8944028342648505,6.326149473155099,5.877735781779639,5.973809611869261,5.720311776607412,6.285998094508865,5.808142489980444,5.945420608606575,5.579729825986222,6.304448802421981,5.831882477283517,4.6443908991413725,4.709530201312334,5.765191102784844,6.238324625039508,5.924255797414532,5.1298987149230735,4.962844630259907
25,29.0,46.0,17.0,8.0,127.0,987.0,370.0,220.0,441.0,723.0,457.0,404.0,364.0,511.0,234.0,482.0,437.0,616.0,305.0,79.0,258.0,380.0,619.0,339.0,140.0,196.0,3.367295829986474,3.828641396489095,2.833213344056216,2.079441541679836,4.844187086458591,6.894670039433482,5.91350300563827,5.393627546352362,6.089044875446846,6.583409222158765,6.124683390894205,6.001414877961151,5.8971538676367405,6.236369590203704,5.455321115357702,6.1779441140506,6.07993319509559,6.423246963533519,5.720311776607412,4.3694478524670215,5.552959584921617,5.940171252720432,6.428105272684596,5.82600010738045,4.941642422609304,5.278114659230517
26,62.0,109.0,66.0,21.0,127.0,1271.0,596.0,394.0,391.0,612.0,345.0,386.0,418.0,455.0,360.0,540.0,420.0,748.0,503.0,192.0,144.0,326.0,784.0,495.0,200.0,156.0,4.127134385045092,4.691347882229144,4.189654742026425,3.044522437723423,4.844187086458591,7.147559271189454,6.39024066706535,5.976350909297934,5.968707559985366,6.416732282512326,5.84354441703136,5.955837369464831,6.035481432524756,6.12029741895095,5.886104031450156,6.29156913955832,6.040254711277414,6.617402977974478,6.220590170099739,5.2574953720277815,4.969813299576001,5.786897381366708,6.664409020350408,6.20455776256869,5.298317366548036,5.049856007249537
27,67.0,81.0,54.0,32.0,60.0,806.0,430.0,289.0,311.0,507.0,252.0,361.0,262.0,344.0,231.0,350.0,225.0,457.0,268.0,133.0,168.0,254.0,421.0,325.0,131.0,206.0,4.204692619390966,4.394449154672439,3.9889840465642745,3.4657359027997265,4.0943445622221,6.692083742506628,6.063785208687608,5.666426688112432,5.739792912179234,6.228511003591184,5.529429087511423,5.8888779583328805,5.568344503761097,5.840641657373398,5.442417710521793,5.857933154483459,5.41610040220442,6.124683390894205,5.5909869805108565,4.890349128221754,5.123963979403259,5.537334267018537,6.042632833682381,5.783825182329737,4.875197323201151,5.327876168789581
28,3057.0,1025.0,1157.0,1198.0,93.0,4991.0,3665.0,5182.0,1966.0,2169.0,2221.0,2628.0,2029.0,1881.0,2290.0,2902.0,2161.0,3564.0,2954.0,1751.0,3473.0,1966.0,3419.0,3205.0,2007.0,3070.0,8.025189321890835,6.932447891572509,7.053585727193677,7.088408778675395,4.532599493153256,8.515391569469609,8.206583614320753,8.552946361122055,7.583756300707112,7.682021510826875,7.7057128238944275,7.873978379604501,7.615298339825815,7.53955882930103,7.736307096548285,7.973155433444133,7.678326356506885,8.1786387885907,7.990915463091325,7.467942332285852,8.152774052744075,7.583756300707112,8.137103389639302,8.07246736935477,7.604396348796338,8.029432840581244
29,358.0,257.0,109.0,146.0,127.0,1518.0,939.0,1229.0,556.0,856.0,606.0,699.0,427.0,819.0,730.0,848.0,385.0,1083.0,876.0,402.0,477.0,337.0,1048.0,1002.0,357.0,482.0,5.8805329864007,5.54907608489522,4.691347882229144,4.983606621708336,4.844187086458591,7.325148957955575,6.844815479208263,7.113956109566034,6.320768294250582,6.752270376141742,6.406879986069314,6.54965074223381,6.056784013228625,6.70808408385307,6.593044534142437,6.742880635791903,5.953243334287785,6.987490247000991,6.775366090936392,5.996452088619021,6.1675164908883415,5.820082930352362,6.954638864880987,6.90975328164481,5.877735781779639,6.1779441140506
30,94.0,99.0,128.0,94.0,127.0,1008.0,530.0,303.0,315.0,476.0,508.0,464.0,279.0,308.0,313.0,433.0,388.0,645.0,402.0,184.0,268.0,191.0,610.0,449.0,187.0,164.0,4.543294782270004,4.59511985013459,4.852030263919617,4.543294782270004,4.844187086458591,6.915723448631314,6.272877006546167,5.713732805509369,5.752572638825633,6.16541785423142,6.230481447578482,6.139884552226255,5.631211781821365,5.730099782973574,5.746203190540153,6.07073772800249,5.961005339623274,6.4692503167957724,5.996452088619021,5.214935757608986,5.5909869805108565,5.25227342804663,6.413458957167357,6.107022887742255,5.231108616854587,5.099866427824199
31,179.0,254.0,47.0,94.0,127.0,1060.0,667.0,578.0,253.0,619.0,444.0,510.0,178.0,538.0,468.0,560.0,407.0,681.0,586.0,217.0,223.0,244.0,672.0,632.0,241.0,290.0,5.187385805840755,5.537334267018537,3.8501476017100575,4.543294782270004,4.844187086458591,6.966024187106113,6.502790045915623,6.359573868672378,5.53338948872752,6.428105272684596,6.095824562432225,6.234410725718371,5.181783550292085,6.2878585601617845,6.148468295917647,6.327936783729195,6.008813185442595,6.523562306149512,6.373319789577012,5.37989735354046,5.407171771460119,5.497168225293202,6.51025834052315,6.448889394146858,5.484796933490655,5.66988092298052
32,148.0,168.0,127.0,112.0,127.0,2148.0,1032.0,759.0,556.0,843.0,663.0,806.0,615.0,743.0,668.0,891.0,550.0,1187.0,829.0,270.0,344.0,409.0,989.0,829.0,314.0,377.0,4.997212273764115,5.123963979403259,4.844187086458591,4.718498871295094,4.844187086458591,7.672292455628756,6.939253946041508,6.63200177739563,6.320768294250582,6.736966958001855,6.496774990185863,6.692083742506628,6.421622267806518,6.610696044717759,6.504288173536645,6.792344427470809,6.309918278226516,7.079184394609668,6.720220155135295,5.598421958998375,5.840641657373398,6.013715156042802,6.8966943316227125,6.720220155135295,5.749392985908253,5.932245187448011
33,744.0,287.0,205.0,96.0,140.0,1968.0,1037.0,982.0,594.0,1025.0,704.0,685.0,526.0,1057.0,592.0,866.0,581.0,1356.0,798.0,339.0,473.0,600.0,1113.0,1030.0,410.0,460.0,6.612041034833092,5.659482215759621,5.3230099791384085,4.564348191467836,4.941642422609304,7.584773077612199,6.944087208229528,6.889591308354466,6.386879319362645,6.932447891572509,6.556778356158042,6.529418838262226,6.26530121273771,6.963189985870238,6.3835066348840055,6.763884908562435,6.364750756851911,7.212294468500341,6.682108597449809,5.82600010738045,6.159095388491933,6.396929655216146,7.014814351275545,6.937314081223682,6.016157159698354,6.131226489483141
34,69.0,76.0,127.0,127.0,127.0,1025.0,433.0,306.0,318.0,379.0,410.0,362.0,195.0,499.0,276.0,467.0,276.0,536.0,385.0,140.0,187.0,218.0,569.0,425.0,131.0,131.0,4.23410650459726,4.330733340286331,4.844187086458591,4.844187086458591,4.844187086458591,6.932447891572509,6.07073772800249,5.723585101952381,5.762051382780177,5.937536205082426,6.016157159698354,5.891644211825772,5.272999558563747,6.212606095751519,5.62040086571715,6.1463292576688975,5.62040086571715,6.284134161070802,5.953243334287785,4.941642422609304,5.231108616854587,5.384495062789089,6.343880434126331,6.052089168924417,4.875197323201151,4.875197323201151
35,167.0,86.0,103.0,81.0,25.0,1520.0,880.0,694.0,352.0,611.0,534.0,679.0,338.0,546.0,543.0,711.0,413.0,943.0,746.0,219.0,281.0,279.0,834.0,769.0,267.0,283.0,5.117993812416755,4.454347296253507,4.634728988229636,4.394449154672439,3.218875824868201,7.326465613840322,6.779921907472252,6.542471960506805,5.863631175598097,6.415096959171596,6.280395838960195,6.520621127558696,5.823045895483019,6.302618975744905,6.297109319933935,6.566672429803241,6.023447592961033,6.849066282633458,6.61472560020376,5.389071729816501,5.638354669333745,5.631211781821365,6.726233402358747,6.645090969505644,5.58724865840025,5.645446897643238
36,1017.0,962.0,75.0,27.0,127.0,830.0,694.0,605.0,367.0,563.0,343.0,425.0,264.0,538.0,381.0,497.0,350.0,840.0,423.0,296.0,324.0,389.0,965.0,503.0,412.0,315.0,6.92461239604856,6.8690144506657065,4.31748811353631,3.295836866004329,4.844187086458591,6.721425700790643,6.542471960506805,6.405228458030842,5.905361848054571,6.333279628139691,5.83773044716594,6.052089168924417,5.575949103146316,6.2878585601617845,5.942799375126701,6.208590026096629,5.857933154483459,6.733401891837359,6.0473721790462776,5.69035945432406,5.780743515792329,5.963579343618446,6.872128101338986,6.220590170099739,6.021023349349527,5.752572638825633
37,38.0,90.0,127.0,5.0,96.0,1084.0,445.0,208.0,325.0,462.0,308.0,435.0,233.0,309.0,361.0,485.0,331.0,576.0,401.0,130.0,98.0,222.0,564.0,444.0,134.0,204.0,3.6375861597263857,4.499809670330265,4.844187086458591,1.6094379124341005,4.564348191467836,6.988413181999592,6.09807428216624,5.337538079701318,5.783825182329737,6.135564891081739,5.730099782973574,6.075346031088684,5.4510384535657,5.733341276897746,5.8888779583328805,6.184148890937483,5.802118375377063,6.356107660695892,5.993961427306569,4.867534450455582,4.584967478670572,5.402677381872279,6.335054251498059,6.095824562432225,4.897839799950911,5.318119993844216
38,254.0,93.0,127.0,117.0,127.0,1113.0,605.0,481.0,320.0,486.0,328.0,381.0,386.0,522.0,484.0,521.0,287.0,747.0,430.0,167.0,233.0,319.0,608.0,487.0,180.0,224.0,5.537334267018537,4.532599493153256,4.844187086458591,4.762173934797756,4.844187086458591,7.014814351275545,6.405228458030842,6.175867270105761,5.768320995793772,6.186208623900494,5.793013608384144,5.942799375126701,5.955837369464831,6.257667587882639,6.182084906716632,6.255750041753367,5.659482215759621,6.616065185132817,6.063785208687608,5.117993812416755,5.4510384535657,5.765191102784844,6.410174881966167,6.18826412308259,5.19295685089021,5.41164605185504
39,49.0,96.0,37.0,80.0,127.0,684.0,316.0,226.0,507.0,716.0,252.0,290.0,261.0,450.0,222.0,327.0,222.0,606.0,317.0,59.0,171.0,177.0,408.0,233.0,85.0,302.0,3.8918202981106265,4.564348191467836,3.610917912644224,4.382026634673881,4.844187086458591,6.52795791762255,5.755742213586912,5.420534999272286,6.228511003591184,6.573680166960646,5.529429087511423,5.66988092298052,5.564520407322694,6.1092475827643655,5.402677381872279,5.7899601708972535,5.402677381872279,6.406879986069314,5.75890177387728,4.07753744390572,5.14166355650266,5.176149732573829,6.0112671744041615,5.4510384535657,4.442651256490317,5.71042701737487
