,year,state,county_fips,county_name,democrat_votes,republican_votes,total_votes,population
0,2000,VIRGINIA,51001,ACCOMACK,5092,6352,11444,38305.0
1,2000,VIRGINIA,51003,ALBEMARLE,16255,18291,34546,79236.0
2,2000,VIRGINIA,51005,ALLEGHANY,2214,2808,5022,12926.0
3,2000,VIRGINIA,51007,AMELIA,1754,2947,4701,11400.0
4,2000,VIRGINIA,51009,AMHERST,4812,6660,11472,31894.0
5,2000,VIRGINIA,51011,APPOMATTOX,2132,3654,5786,13705.0
6,2000,VIRGINIA,51013,ARLINGTON,50260,28555,78815,189453.0
7,2000,VIRGINIA,51015,AUGUSTA,6643,17744,24387,65615.0
8,2000,VIRGINIA,51017,BATH,822,1311,2133,5048.0
9,2000,VIRGINIA,51019,BEDFORD,8160,17224,25384,60371.0
10,2000,VIRGINIA,51021,BLAND,851,1759,2610,6871.0
11,2000,VIRGINIA,51023,BOTETOURT,4627,8867,13494,30496.0
12,2000,VIRGINIA,51025,BRUNSWICK,3387,2561,5948,18419.0
13,2000,VIRGINIA,51027,BUCHANAN,5745,3867,9612,26978.0
14,2000,VIRGINIA,51029,BUCKINGHAM,2561,2738,5299,15623.0
15,2000,VIRGINIA,51031,CAMPBELL,6659,13162,19821,51078.0
16,2000,VIRGINIA,51033,CAROLINE,4314,3873,8187,22121.0
17,2000,VIRGINIA,51035,CARROLL,3638,7142,10780,29245.0
18,2000,VIRGINIA,51036,CHARLES CITY,1981,1023,3004,6926.0
19,2000,VIRGINIA,51037,CHARLOTTE,2017,2855,4872,12472.0
20,2000,VIRGINIA,51041,CHESTERFIELD,38638,69924,108562,259903.0
21,2000,VIRGINIA,51043,CLARKE,2166,2883,5049,12652.0
22,2000,VIRGINIA,51045,CRAIG,851,1580,2431,5091.0
23,2000,VIRGINIA,51047,CULPEPER,4364,7440,11804,34262.0
24,2000,VIRGINIA,51049,CUMBERLAND,1405,1974,3379,9017.0
25,2000,VIRGINIA,51051,DICKENSON,3951,3122,7073,16395.0
26,2000,VIRGINIA,51053,DINWIDDIE,4001,4959,8960,24533.0
27,2000,VIRGINIA,51057,ESSEX,1750,1995,3745,9989.0
28,2000,VIRGINIA,51059,FAIRFAX,196501,202181,398682,969749.0
29,2000,VIRGINIA,51061,FAUQUIER,8296,14456,22752,55139.0
30,2000,VIRGINIA,51063,FLOYD,1957,3423,5380,13874.0
31,2000,VIRGINIA,51065,FLUVANNA,3431,4962,8393,20047.0
32,2000,VIRGINIA,51067,FRANKLIN,7145,11225,18370,47286.0
33,2000,VIRGINIA,51069,FREDERICK,7158,14574,21732,59209.0
34,2000,VIRGINIA,51071,GILES,3004,3574,6578,16657.0
35,2000,VIRGINIA,51073,GLOUCESTER,4553,8718,13271,34780.0
36,2000,VIRGINIA,51075,GOOCHLAND,3197,5378,8575,16863.0
37,2000,VIRGINIA,51077,GRAYSON,2467,4236,6703,17917.0
38,2000,VIRGINIA,51079,GREENE,1774,3375,5149,15244.0
39,2000,VIRGINIA,51081,GREENSVILLE,2314,1565,3879,11560.0
40,2000,VIRGINIA,51083,HALIFAX,5963,7732,13695,37355.0
41,2000,VIRGINIA,51085,HANOVER,12044,28614,40658,86320.0
42,2000,VIRGINIA,51087,HENRICO,48645,62887,111532,262300.0
43,2000,VIRGINIA,51089,HENRY,8898,11870,20768,57930.0
44,2000,VIRGINIA,51091,HIGHLAND,453,942,1395,2536.0
45,2000,VIRGINIA,51093,ISLE OF WIGHT,5162,7587,12749,29728.0
46,2000,VIRGINIA,51095,JAMES CITY,9090,14628,23718,48102.0
47,2000,VIRGINIA,51097,KING AND QUEEN,1387,1423,2810,6630.0
48,2000,VIRGINIA,51099,KING GEORGE,2070,3590,5660,16803.0
49,2000,VIRGINIA,51101,KING WILLIAM,2125,3547,5672,13146.0
50,2000,VIRGINIA,51103,LANCASTER,1937,3411,5348,11567.0
51,2000,VIRGINIA,51105,LEE,4031,4551,8582,23589.0
52,2000,VIRGINIA,51107,LOUDOUN,30938,42453,73391,169599.0
53,2000,VIRGINIA,51109,LOUISA,4309,5461,9770,25627.0
54,2000,VIRGINIA,51111,LUNENBURG,2026,2510,4536,13146.0
55,2000,VIRGINIA,51113,MADISON,1844,2940,4784,12520.0
56,2000,VIRGINIA,51115,MATHEWS,1499,2951,4450,9207.0
57,2000,VIRGINIA,51117,MECKLENBURG,4797,6600,11397,32380.0
58,2000,VIRGINIA,51119,MIDDLESEX,1671,2844,4515,9932.0
59,2000,VIRGINIA,51121,MONTGOMERY,11720,13991,25711,83629.0
60,2000,VIRGINIA,51125,NELSON,2907,2913,5820,14445.0
61,2000,VIRGINIA,51127,NEW KENT,2055,3934,5989,13462.0
62,2000,VIRGINIA,51131,NORTHAMPTON,2340,2299,4639,13093.0
63,2000,VIRGINIA,51133,NORTHUMBERLAND,2118,3362,5480,12259.0
64,2000,VIRGINIA,51135,NOTTOWAY,2460,2870,5330,15725.0
65,2000,VIRGINIA,51137,ORANGE,4126,5991,10117,25881.0
66,2000,VIRGINIA,51139,PAGE,2726,5089,7815,23177.0
67,2000,VIRGINIA,51141,PATRICK,2254,4901,7155,19407.0
68,2000,VIRGINIA,51143,PITTSYLVANIA,7834,15760,23594,61745.0
69,2000,VIRGINIA,51145,POWHATAN,2708,6820,9528,22377.0
70,2000,VIRGINIA,51147,PRINCE EDWARD,2922,3214,6136,19720.0
71,2000,VIRGINIA,51149,PRINCE GEORGE,4182,6579,10761,33047.0
72,2000,VIRGINIA,51153,PRINCE WILLIAM,44745,52788,97533,280813.0
73,2000,VIRGINIA,51155,PULASKI,5255,7089,12344,35127.0
74,2000,VIRGINIA,51157,RAPPAHANNOCK,1462,1850,3312,6983.0
75,2000,VIRGINIA,51159,RICHMOND,1076,1784,2860,8809.0
76,2000,VIRGINIA,51161,ROANOKE,16141,25740,41881,85778.0
77,2000,VIRGINIA,51163,ROCKBRIDGE,2953,4522,7475,20808.0
78,2000,VIRGINIA,51165,ROCKINGHAM,5834,17482,23316,67725.0
79,2000,VIRGINIA,51167,RUSSELL,5442,5065,10507,30308.0
80,2000,VIRGINIA,51169,SCOTT,3552,5535,9087,23403.0
81,2000,VIRGINIA,51171,SHENANDOAH,4420,9636,14056,35075.0
82,2000,VIRGINIA,51173,SMYTH,4836,6580,11416,33081.0
83,2000,VIRGINIA,51175,SOUTHAMPTON,3359,3293,6652,17482.0
84,2000,VIRGINIA,51177,SPOTSYLVANIA,13455,20739,34194,90395.0
85,2000,VIRGINIA,51179,STAFFORD,12596,20731,33327,92446.0
86,2000,VIRGINIA,51181,SURRY,1845,1313,3158,6829.0
87,2000,VIRGINIA,51183,SUSSEX,2006,1745,3751,12504.0
88,2000,VIRGINIA,51185,TAZEWELL,7227,8655,15882,44598.0
89,2000,VIRGINIA,51187,WARREN,4313,6335,10648,31584.0
90,2000,VIRGINIA,51191,WASHINGTON,7549,12064,19613,51103.0
91,2000,VIRGINIA,51193,WESTMORELAND,2922,2932,5854,16718.0
92,2000,VIRGINIA,51195,WISE,6412,6504,12916,40123.0
93,2000,VIRGINIA,51197,WYTHE,3462,6539,10001,27599.0
94,2000,VIRGINIA,51199,YORK,8622,15312,23934,56297.0
95,2000,VIRGINIA,51510,ALEXANDRIA,33633,19043,52676,128283.0
96,2000,VIRGINIA,51515,BEDFORD,1078,1269,2347,6299.0
97,2000,VIRGINIA,51520,BRISTOL,2646,3495,6141,17367.0
98,2000,VIRGINIA,51530,BUENA VISTA,941,980,1921,6349.0
99,2000,VIRGINIA,51540,CHARLOTTESVILLE,7762,4034,11796,45049.0
100,2000,VIRGINIA,51550,CHESAPEAKE,33578,39684,73262,199184.0
101,2000,VIRGINIA,51570,COLONIAL HEIGHTS,2100,5519,7619,16897.0
102,2000,VIRGINIA,51580,COVINGTON,1168,966,2134,6303.0
103,2000,VIRGINIA,51590,DANVILLE,8221,9427,17648,48411.0
104,2000,VIRGINIA,51595,EMPORIA,1116,938,2054,5665.0
105,2000,VIRGINIA,51600,FAIRFAX,4361,4762,9123,21498.0
106,2000,VIRGINIA,51610,FALLS CHURCH,3109,2131,5240,10377.0
107,2000,VIRGINIA,51620,FRANKLIN,1763,1393,3156,8346.0
108,2000,VIRGINIA,51630,FREDERICKSBURG,3360,2935,6295,19279.0
109,2000,VIRGINIA,51640,GALAX,996,1160,2156,6837.0
110,2000,VIRGINIA,51650,HAMPTON,27490,19561,47051,146437.0
111,2000,VIRGINIA,51660,HARRISONBURG,3482,5741,9223,40468.0
112,2000,VIRGINIA,51670,HOPEWELL,3024,3749,6773,22354.0
113,2000,VIRGINIA,51678,LEXINGTON,1048,957,2005,6867.0
114,2000,VIRGINIA,51680,LYNCHBURG,10374,12518,22892,65269.0
115,2000,VIRGINIA,51683,MANASSAS,5262,6752,12014,35135.0
116,2000,VIRGINIA,51685,MANASSAS PARK,1048,1460,2508,10290.0
117,2000,VIRGINIA,51690,MARTINSVILLE,3048,2560,5608,15416.0
118,2000,VIRGINIA,51700,NEWPORT NEWS,29779,27006,56785,180150.0
119,2000,VIRGINIA,51710,NORFOLK,38221,21920,60141,234403.0
120,2000,VIRGINIA,51720,NORTON,867,639,1506,3904.0
121,2000,VIRGINIA,51730,PETERSBURG,8751,2109,10860,33740.0
122,2000,VIRGINIA,51735,POQUOSON,1448,4271,5719,11566.0
123,2000,VIRGINIA,51740,PORTSMOUTH,22286,12628,34914,100565.0
124,2000,VIRGINIA,51750,RADFORD,2063,2190,4253,15859.0
125,2000,VIRGINIA,51760,RICHMOND,42717,20265,62982,197790.0
126,2000,VIRGINIA,51770,ROANOKE,17920,14630,32550,94911.0
127,2000,VIRGINIA,51775,SALEM,4348,6188,10536,24747.0
128,2000,VIRGINIA,51790,STAUNTON,3324,4878,8202,23853.0
129,2000,VIRGINIA,51800,SUFFOLK,12471,11836,24307,63677.0
130,2000,VIRGINIA,51810,VIRGINIA BEACH,62268,83674,145942,425257.0
131,2000,VIRGINIA,51820,WAYNESBORO,2737,4084,6821,19520.0
132,2000,VIRGINIA,51830,WILLIAMSBURG,1724,1777,3501,11998.0
133,2000,VIRGINIA,51840,WINCHESTER,3318,4314,7632,23585.0
134,2004,VIRGINIA,51001,ACCOMACK,5518,7726,13244,38305.0
135,2004,VIRGINIA,51003,ALBEMARLE,22088,21189,43277,79236.0
136,2004,VIRGINIA,51005,ALLEGHANY,3203,3962,7165,12926.0
137,2004,VIRGINIA,51007,AMELIA,1862,3499,5361,11400.0
138,2004,VIRGINIA,51009,AMHERST,4866,7758,12624,31894.0
139,2004,VIRGINIA,51011,APPOMATTOX,2191,4366,6557,13705.0
140,2004,VIRGINIA,51013,ARLINGTON,63987,29635,93622,189453.0
141,2004,VIRGINIA,51015,AUGUSTA,7019,22100,29119,65615.0
142,2004,VIRGINIA,51017,BATH,828,1432,2260,5048.0
143,2004,VIRGINIA,51019,BEDFORD,9102,21925,31027,60371.0
144,2004,VIRGINIA,51021,BLAND,846,1962,2808,6871.0
145,2004,VIRGINIA,51023,BOTETOURT,4801,10865,15666,30496.0
146,2004,VIRGINIA,51025,BRUNSWICK,4062,2852,6914,18419.0
147,2004,VIRGINIA,51027,BUCHANAN,5275,4507,9782,26978.0
148,2004,VIRGINIA,51029,BUCKINGHAM,2789,3185,5974,15623.0
149,2004,VIRGINIA,51031,CAMPBELL,6862,15891,22753,51078.0
150,2004,VIRGINIA,51033,CAROLINE,4878,4999,9877,22121.0
151,2004,VIRGINIA,51035,CARROLL,3888,8173,12061,29245.0
152,2004,VIRGINIA,51036,CHARLES CITY,2155,1254,3409,6926.0
153,2004,VIRGINIA,51037,CHARLOTTE,2223,3166,5389,12472.0
154,2004,VIRGINIA,51041,CHESTERFIELD,49346,83745,133091,259903.0
155,2004,VIRGINIA,51043,CLARKE,2699,3741,6440,12652.0
156,2004,VIRGINIA,51045,CRAIG,901,1706,2607,5091.0
157,2004,VIRGINIA,51047,CULPEPER,5476,10026,15502,34262.0
158,2004,VIRGINIA,51049,CUMBERLAND,1721,2377,4098,9017.0
159,2004,VIRGINIA,51051,DICKENSON,3761,3591,7352,16395.0
160,2004,VIRGINIA,51053,DINWIDDIE,4569,6193,10762,24533.0
161,2004,VIRGINIA,51057,ESSEX,2007,2304,4311,9989.0
162,2004,VIRGINIA,51059,FAIRFAX,245671,211980,457651,969749.0
163,2004,VIRGINIA,51061,FAUQUIER,10712,19011,29723,55139.0
164,2004,VIRGINIA,51063,FLOYD,2488,4162,6650,13874.0
165,2004,VIRGINIA,51065,FLUVANNA,4415,6458,10873,20047.0
166,2004,VIRGINIA,51067,FRANKLIN,8002,14048,22050,47286.0
167,2004,VIRGINIA,51069,FREDERICK,8853,19386,28239,59209.0
168,2004,VIRGINIA,51071,GILES,3047,4320,7367,16657.0
169,2004,VIRGINIA,51073,GLOUCESTER,5105,11084,16189,34780.0
170,2004,VIRGINIA,51075,GOOCHLAND,3583,6668,10251,16863.0
171,2004,VIRGINIA,51077,GRAYSON,2430,4655,7085,17917.0
172,2004,VIRGINIA,51079,GREENE,2240,4570,6810,15244.0
173,2004,VIRGINIA,51081,GREENSVILLE,2514,1732,4246,11560.0
174,2004,VIRGINIA,51083,HALIFAX,6220,8363,14583,37355.0
175,2004,VIRGINIA,51085,HANOVER,13941,35404,49345,86320.0
176,2004,VIRGINIA,51087,HENRICO,60864,71809,132673,262300.0
177,2004,VIRGINIA,51089,HENRY,9851,13358,23209,57930.0
178,2004,VIRGINIA,51091,HIGHLAND,522,982,1504,2536.0
179,2004,VIRGINIA,51093,ISLE OF WIGHT,5871,9929,15800,29728.0
180,2004,VIRGINIA,51095,JAMES CITY,11934,18949,30883,48102.0
181,2004,VIRGINIA,51097,KING AND QUEEN,1506,1737,3243,6630.0
182,2004,VIRGINIA,51099,KING GEORGE,2739,5124,7863,16803.0
183,2004,VIRGINIA,51101,KING WILLIAM,2436,4397,6833,13146.0
184,2004,VIRGINIA,51103,LANCASTER,2477,3724,6201,11567.0
185,2004,VIRGINIA,51105,LEE,4005,5664,9669,23589.0
186,2004,VIRGINIA,51107,LOUDOUN,47271,60382,107653,169599.0
187,2004,VIRGINIA,51109,LOUISA,4844,7083,11927,25627.0
188,2004,VIRGINIA,51111,LUNENBURG,2362,2858,5220,13146.0
189,2004,VIRGINIA,51113,MADISON,2176,3556,5732,12520.0
190,2004,VIRGINIA,51115,MATHEWS,1589,3497,5086,9207.0
191,2004,VIRGINIA,51117,MECKLENBURG,5293,7319,12612,32380.0
192,2004,VIRGINIA,51119,MIDDLESEX,1914,3336,5250,9932.0
193,2004,VIRGINIA,51121,MONTGOMERY,14128,17070,31198,83629.0
194,2004,VIRGINIA,51125,NELSON,3543,3539,7082,14445.0
195,2004,VIRGINIA,51127,NEW KENT,2443,5414,7857,13462.0
